Subject,Condition,ListNum,Jol,Recall,Direction,block
29,A,q62,45,0,U,1
29,A,q63,20,0,U,1
29,A,q64,0,0,U,1
29,A,q65,30,0,U,1
29,A,q66,20,0,U,1
29,A,q67,25,0,U,1
29,A,q68,45,0,U,1
29,A,q69,25,0,U,1
29,A,q70,20,0,U,1
29,A,q71,45,0,U,1
29,A,q72,35,0,U,1
29,A,q73,35,0,U,1
29,A,q74,60,0,U,1
29,A,q75,35,0,U,1
29,A,q76,60,0,U,1
29,A,q77,25,0,U,1
29,A,q78,40,0,U,1
29,A,q79,35,0,U,1
29,A,q80,30,0,U,1
29,A,q81,100,100,F,2
29,A,q82,0,0,F,2
29,A,q83,65,100,F,2
29,A,q84,80,100,F,2
29,A,q85,100,0,F,2
29,A,q86,90,100,F,2
29,A,q87,100,100,F,2
29,A,q88,100,0,F,2
29,A,q89,100,100,F,2
29,A,q90,100,100,F,2
29,A,q91,100,0,F,2
29,A,q92,95,100,F,2
29,A,q93,100,0,F,2
29,A,q94,100,100,F,2
29,A,q95,100,100,F,2
29,A,q96,100,100,F,2
29,A,q97,100,100,F,2
29,A,q98,100,100,F,2
29,A,q99,100,100,F,2
29,A,q100,100,100,F,2
29,A,q101,100,100,B,2
29,A,q102,85,0,B,2
29,A,q103,100,0,B,2
29,A,q104,0,0,B,2
29,A,q105,100,100,B,2
29,A,q106,50,0,B,2
29,A,q107,95,100,B,2
29,A,q108,100,0,B,2
29,A,q109,100,100,B,2
29,A,q110,100,0,B,2
29,A,q111,20,0,B,2
29,A,q112,100,100,B,2
29,A,q113,100,100,B,2
29,A,q114,70,0,B,2
29,A,q115,100,100,B,2
29,A,q116,100,0,B,2
29,A,q117,85,0,B,2
29,A,q118,100,100,B,2
29,A,q119,100,100,B,2
29,A,q120,100,0,B,2
29,A,q121,100,0,S,2
29,A,q122,100,100,S,2
29,A,q123,100,100,S,2
29,A,q124,100,100,S,2
29,A,q125,100,100,S,2
29,A,q126,75,100,S,2
29,A,q127,100,0,S,2
29,A,q128,80,100,S,2
29,A,q129,75,100,S,2
29,A,q130,100,100,S,2
29,A,q131,100,100,S,2
29,A,q132,100,100,S,2
29,A,q133,100,0,S,2
29,A,q134,100,100,S,2
29,A,q135,20,0,S,2
29,A,q136,100,100,S,2
29,A,q137,100,100,S,2
29,A,q138,100,0,S,2
29,A,q139,100,0,S,2
29,A,q140,100,100,S,2
29,A,q141,0,0,U,2
29,A,q142,60,0,U,2
29,A,q143,0,0,U,2
29,A,q144,20,0,U,2
29,A,q145,20,0,U,2
29,A,q146,0,0,U,2
29,A,q147,40,0,U,2
29,A,q148,30,0,U,2
29,A,q149,45,0,U,2
29,A,q150,0,0,U,2
29,A,q151,50,0,U,2
29,A,q152,20,0,U,2
29,A,q153,30,0,U,2
29,A,q154,0,0,U,2
29,A,q155,45,0,U,2
29,A,q156,30,0,U,2
29,A,q157,0,0,U,2
29,A,q158,20,100,U,2
29,A,q159,30,0,U,2
29,A,q160,30,0,U,2
33,A,q1,80,100,F,1
33,A,q2,70,100,F,1
33,A,q3,85,100,F,1
33,A,q4,40,100,F,1
33,A,q5,85,0,F,1
33,A,q6,99,100,F,1
33,A,q7,47,0,F,1
33,A,q8,70,0,F,1
33,A,q9,75,100,F,1
33,A,q10,90,100,F,1
33,A,q11,50,100,F,1
33,A,q12,90,100,F,1
33,A,q13,65,100,F,1
33,A,q14,10,0,F,1
33,A,q15,70,100,F,1
33,A,q16,80,0,F,1
33,A,q17,60,100,F,1
33,A,q18,100,100,F,1
33,A,q19,75,0,F,1
33,A,q20,40,100,F,1
33,A,q21,30,100,B,1
33,A,q22,60,0,B,1
33,A,q23,75,100,B,1
33,A,q24,15,0,B,1
33,A,q25,36,0,B,1
33,A,q26,100,100,B,1
33,A,q27,50,100,B,1
33,A,q28,68,0,B,1
33,A,q29,50,100,B,1
33,A,q30,60,100,B,1
33,A,q31,35,0,B,1
33,A,q32,90,0,B,1
33,A,q33,60,100,B,1
33,A,q34,60,0,B,1
33,A,q35,27,0,B,1
33,A,q36,75,0,B,1
33,A,q37,80,100,B,1
33,A,q38,70,0,B,1
33,A,q39,70,100,B,1
33,A,q40,99,0,B,1
33,A,q41,50,0,S,1
33,A,q42,100,0,S,1
33,A,q43,65,0,S,1
33,A,q44,0,0,S,1
33,A,q45,86,0,S,1
33,A,q46,45,100,S,1
33,A,q47,100,100,S,1
33,A,q48,8,100,S,1
33,A,q49,90,100,S,1
33,A,q50,90,100,S,1
33,A,q51,100,100,S,1
33,A,q52,40,0,S,1
33,A,q53,99,100,S,1
33,A,q54,60,100,S,1
33,A,q55,100,0,S,1
33,A,q56,98,0,S,1
33,A,q57,85,100,S,1
33,A,q58,100,100,S,1
33,A,q59,100,100,S,1
33,A,q60,70,100,S,1
33,A,q61,15,0,U,1
33,A,q62,20,0,U,1
33,A,q63,20,100,U,1
33,A,q64,40,100,U,1
33,A,q65,7,0,U,1
33,A,q66,30,0,U,1
33,A,q67,27,0,U,1
33,A,q68,70,0,U,1
33,A,q69,10,0,U,1
33,A,q70,26,0,U,1
33,A,q71,20,0,U,1
33,A,q72,20,100,U,1
33,A,q73,7,0,U,1
33,A,q74,20,0,U,1
33,A,q75,46,0,U,1
33,A,q76,20,0,U,1
33,A,q77,10,0,U,1
33,A,q78,15,0,U,1
33,A,q79,35,0,U,1
33,A,q80,23,0,U,1
33,A,q81,60,100,F,2
33,A,q82,80,100,F,2
33,A,q83,39,100,F,2
33,A,q84,79,0,F,2
33,A,q85,88,0,F,2
33,A,q86,20,0,F,2
33,A,q87,0,100,F,2
33,A,q88,60,100,F,2
33,A,q89,99,100,F,2
33,A,q90,80,100,F,2
33,A,q91,80,0,F,2
33,A,q92,50,100,F,2
33,A,q93,20,100,F,2
33,A,q94,99,100,F,2
33,A,q95,40,100,F,2
33,A,q96,80,0,F,2
33,A,q97,20,0,F,2
33,A,q98,70,100,F,2
33,A,q99,70,100,F,2
33,A,q100,98,100,F,2
33,A,q101,50,0,B,2
33,A,q102,99,0,B,2
33,A,q103,50,0,B,2
33,A,q104,40,100,B,2
33,A,q105,0,0,B,2
33,A,q106,10,0,B,2
33,A,q107,60,0,B,2
33,A,q108,0,0,B,2
33,A,q109,98,100,B,2
33,A,q110,80,100,B,2
33,A,q111,50,100,B,2
33,A,q112,80,100,B,2
33,A,q113,70,100,B,2
33,A,q114,70,0,B,2
33,A,q115,98,0,B,2
33,A,q116,99,0,B,2
33,A,q117,0,0,B,2
33,A,q118,98,0,B,2
33,A,q119,80,100,B,2
33,A,q120,80,0,B,2
33,A,q121,80,100,S,2
33,A,q122,80,100,S,2
33,A,q123,98,100,S,2
33,A,q124,60,100,S,2
33,A,q125,98,0,S,2
33,A,q126,30,0,S,2
33,A,q127,98,0,S,2
33,A,q128,80,100,S,2
33,A,q129,80,0,S,2
33,A,q130,80,100,S,2
33,A,q131,99,100,S,2
33,A,q132,60,100,S,2
33,A,q133,60,0,S,2
33,A,q134,0,0,S,2
33,A,q135,33,0,S,2
33,A,q136,88,100,S,2
33,A,q137,0,100,S,2
33,A,q138,70,100,S,2
33,A,q139,60,100,S,2
33,A,q140,70,100,S,2
33,A,q141,0,0,U,2
33,A,q142,70,100,U,2
33,A,q143,20,0,U,2
33,A,q144,20,100,U,2
33,A,q145,22,0,U,2
33,A,q146,33,0,U,2
33,A,q147,30,100,U,2
33,A,q148,22,0,U,2
33,A,q149,80,0,U,2
33,A,q150,20,0,U,2
33,A,q151,80,100,U,2
33,A,q152,20,0,U,2
33,A,q153,20,0,U,2
33,A,q154,50,0,U,2
33,A,q155,30,0,U,2
33,A,q156,20,0,U,2
33,A,q157,80,100,U,2
33,A,q158,50,100,U,2
33,A,q159,10,0,U,2
33,A,q160,30,0,U,2
2,B,q1,70,100,F,1
2,B,q2,40,100,F,1
2,B,q3,90,100,F,1
2,B,q4,8,100,F,1
2,B,q5,100,100,F,1
2,B,q6,20,100,F,1
2,B,q7,89,100,F,1
2,B,q8,60,100,F,1
2,B,q9,100,100,F,1
2,B,q10,60,100,F,1
2,B,q11,80,100,F,1
2,B,q12,80,100,F,1
2,B,q13,60,100,F,1
2,B,q14,45,100,F,1
2,B,q15,50,100,F,1
2,B,q16,56,100,F,1
2,B,q17,100,100,F,1
2,B,q18,60,100,F,1
2,B,q19,90,100,F,1
2,B,q20,76,100,F,1
2,B,q21,30,0,B,1
2,B,q22,90,100,B,1
2,B,q23,56,0,B,1
2,B,q24,78,0,B,1
2,B,q25,45,100,B,1
2,B,q26,23,100,B,1
2,B,q27,47,0,B,1
2,B,q28,80,100,B,1
2,B,q29,89,100,B,1
2,B,q30,50,0,B,1
2,B,q31,80,0,B,1
2,B,q32,80,100,B,1
2,B,q33,79,100,B,1
2,B,q34,76,100,B,1
2,B,q35,79,100,B,1
2,B,q36,60,0,B,1
2,B,q37,67,100,B,1
2,B,q38,85,100,B,1
2,B,q39,95,100,B,1
2,B,q40,67,0,B,1
2,B,q41,79,100,S,1
2,B,q42,60,0,S,1
2,B,q43,100,100,S,1
2,B,q44,81,100,S,1
2,B,q45,90,100,S,1
2,B,q46,80,100,S,1
2,B,q47,55,0,S,1
2,B,q48,90,100,S,1
2,B,q49,30,100,S,1
2,B,q50,98,100,S,1
2,B,q51,80,100,S,1
2,B,q52,100,100,S,1
2,B,q53,100,100,S,1
2,B,q54,100,100,S,1
2,B,q55,95,100,S,1
2,B,q56,100,100,S,1
2,B,q57,90,100,S,1
2,B,q58,30,100,S,1
2,B,q59,67,0,S,1
2,B,q60,10,100,S,1
2,B,q61,15,100,U,1
2,B,q62,10,0,U,1
2,B,q63,40,0,U,1
2,B,q64,5,0,U,1
2,B,q65,20,0,U,1
2,B,q66,0,0,U,1
2,B,q67,30,100,U,1
2,B,q68,15,0,U,1
2,B,q69,0,0,U,1
2,B,q70,20,100,U,1
2,B,q71,10,0,U,1
2,B,q72,9,0,U,1
2,B,q73,5,0,U,1
2,B,q74,9,0,U,1
2,B,q75,12,0,U,1
2,B,q76,20,0,U,1
2,B,q77,34,100,U,1
2,B,q78,20,100,U,1
2,B,q79,1,0,U,1
2,B,q80,10,0,U,1
2,B,q81,52,100,F,2
2,B,q82,60,100,F,2
2,B,q83,45,100,F,2
2,B,q84,72,0,F,2
2,B,q85,78,100,F,2
2,B,q86,75,100,F,2
2,B,q87,22,100,F,2
2,B,q88,94,100,F,2
2,B,q89,20,100,F,2
2,B,q90,10,100,F,2
2,B,q91,78,0,F,2
2,B,q92,79,100,F,2
2,B,q93,50,100,F,2
2,B,q94,12,100,F,2
2,B,q95,56,100,F,2
2,B,q96,51,0,F,2
2,B,q97,80,100,F,2
2,B,q98,80,100,F,2
2,B,q99,30,100,F,2
2,B,q100,100,100,F,2
2,B,q101,55,0,B,2
2,B,q102,70,0,B,2
2,B,q103,95,100,B,2
2,B,q104,83,0,B,2
2,B,q105,67,100,B,2
2,B,q106,50,100,B,2
2,B,q107,90,100,B,2
2,B,q108,80,100,B,2
2,B,q109,45,0,B,2
2,B,q110,50,0,B,2
2,B,q111,5,0,B,2
2,B,q112,79,0,B,2
2,B,q113,90,100,B,2
2,B,q114,30,100,B,2
2,B,q115,70,0,B,2
2,B,q116,60,0,B,2
2,B,q117,60,100,B,2
2,B,q118,79,0,B,2
2,B,q119,60,100,B,2
2,B,q120,78,100,B,2
2,B,q121,80,100,S,2
2,B,q122,40,0,S,2
2,B,q123,30,0,S,2
2,B,q124,60,0,S,2
2,B,q125,30,100,S,2
2,B,q126,56,0,S,2
2,B,q127,70,100,S,2
2,B,q128,23,100,S,2
2,B,q129,90,100,S,2
2,B,q130,80,0,S,2
2,B,q131,70,100,S,2
2,B,q132,56,100,S,2
2,B,q133,70,100,S,2
2,B,q134,80,100,S,2
2,B,q135,90,100,S,2
2,B,q136,77,100,S,2
2,B,q137,93,0,S,2
2,B,q138,99,100,S,2
2,B,q139,79,0,S,2
2,B,q140,90,100,S,2
2,B,q141,0,0,U,2
2,B,q142,45,0,U,2
2,B,q143,34,0,U,2
2,B,q144,10,0,U,2
2,B,q145,39,0,U,2
2,B,q146,10,0,U,2
2,B,q147,20,0,U,2
2,B,q148,10,0,U,2
2,B,q149,5,100,U,2
2,B,q150,45,0,U,2
2,B,q151,13,0,U,2
2,B,q152,67,0,U,2
2,B,q153,0,0,U,2
2,B,q154,49,100,U,2
2,B,q155,30,0,U,2
2,B,q156,27,0,U,2
2,B,q157,15,0,U,2
2,B,q158,10,0,U,2
2,B,q159,10,0,U,2
2,B,q160,40,0,U,2
6,B,q1,90,100,F,1
6,B,q2,75,100,F,1
6,B,q3,65,100,F,1
6,B,q4,100,0,F,1
6,B,q5,60,0,F,1
6,B,q6,50,100,F,1
6,B,q7,65,100,F,1
6,B,q8,75,100,F,1
6,B,q9,90,100,F,1
6,B,q10,50,100,F,1
6,B,q11,75,100,F,1
6,B,q12,90,100,F,1
6,B,q13,100,100,F,1
6,B,q14,70,100,F,1
6,B,q15,50,100,F,1
6,B,q16,55,0,F,1
6,B,q17,50,100,F,1
6,B,q18,95,100,F,1
6,B,q19,80,100,F,1
6,B,q20,65,100,F,1
6,B,q21,85,0,B,1
6,B,q22,90,100,B,1
6,B,q23,80,0,B,1
6,B,q24,75,0,B,1
6,B,q25,95,0,B,1
6,B,q26,10,0,B,1
6,B,q27,65,0,B,1
6,B,q28,45,100,B,1
6,B,q29,75,100,B,1
6,B,q30,95,100,B,1
6,B,q31,40,0,B,1
6,B,q32,100,0,B,1
6,B,q33,75,0,B,1
6,B,q34,65,100,B,1
6,B,q35,20,0,B,1
6,B,q36,100,100,B,1
6,B,q37,55,0,B,1
6,B,q38,100,0,B,1
6,B,q39,90,100,B,1
6,B,q40,100,0,B,1
6,B,q41,95,0,S,1
6,B,q42,80,0,S,1
6,B,q43,100,100,S,1
6,B,q44,90,0,S,1
6,B,q45,95,100,S,1
6,B,q46,90,100,S,1
6,B,q47,75,100,S,1
6,B,q48,80,0,S,1
6,B,q49,50,100,S,1
6,B,q50,80,100,S,1
6,B,q51,80,100,S,1
6,B,q52,90,0,S,1
6,B,q53,100,100,S,1
6,B,q54,80,0,S,1
6,B,q55,100,100,S,1
6,B,q56,90,100,S,1
6,B,q57,90,100,S,1
6,B,q58,85,100,S,1
6,B,q59,80,0,S,1
6,B,q60,90,0,S,1
6,B,q61,25,0,U,1
6,B,q62,30,0,U,1
6,B,q63,20,0,U,1
6,B,q64,60,0,U,1
6,B,q65,30,0,U,1
6,B,q66,10,0,U,1
6,B,q67,30,100,U,1
6,B,q68,25,0,U,1
6,B,q69,25,0,U,1
6,B,q70,10,0,U,1
6,B,q71,35,0,U,1
6,B,q72,10,0,U,1
6,B,q73,10,0,U,1
6,B,q74,10,0,U,1
6,B,q75,80,100,U,1
6,B,q76,10,0,U,1
6,B,q77,45,100,U,1
6,B,q78,45,100,U,1
6,B,q79,10,0,U,1
6,B,q80,30,0,U,1
6,B,q81,60,0,F,2
6,B,q82,80,100,F,2
6,B,q83,60,100,F,2
6,B,q84,10,0,F,2
6,B,q85,30,0,F,2
6,B,q86,50,0,F,2
6,B,q87,50,0,F,2
6,B,q88,75,0,F,2
6,B,q89,60,100,F,2
6,B,q90,80,100,F,2
6,B,q91,55,100,F,2
6,B,q92,70,0,F,2
6,B,q93,30,100,F,2
6,B,q94,19,0,F,2
6,B,q95,100,100,F,2
6,B,q96,70,100,F,2
6,B,q97,60,100,F,2
6,B,q98,100,100,F,2
6,B,q99,50,100,F,2
6,B,q100,80,100,F,2
6,B,q101,70,0,B,2
6,B,q102,85,0,B,2
6,B,q103,90,100,B,2
6,B,q104,35,0,B,2
6,B,q105,50,0,B,2
6,B,q106,85,100,B,2
6,B,q107,30,0,B,2
6,B,q108,90,0,B,2
6,B,q109,90,100,B,2
6,B,q110,85,0,B,2
6,B,q111,30,0,B,2
6,B,q112,65,0,B,2
6,B,q113,50,0,B,2
6,B,q114,25,0,B,2
6,B,q115,65,100,B,2
6,B,q116,50,0,B,2
6,B,q117,45,0,B,2
6,B,q118,50,0,B,2
6,B,q119,100,100,B,2
6,B,q120,80,0,B,2
6,B,q121,78,100,S,2
6,B,q122,90,100,S,2
6,B,q123,90,0,S,2
6,B,q124,70,0,S,2
6,B,q125,90,100,S,2
6,B,q126,65,100,S,2
6,B,q127,70,100,S,2
6,B,q128,85,100,S,2
6,B,q129,90,100,S,2
6,B,q130,35,100,S,2
6,B,q131,100,100,S,2
6,B,q132,10,0,S,2
6,B,q133,75,100,S,2
6,B,q134,85,0,S,2
6,B,q135,90,0,S,2
6,B,q136,90,0,S,2
6,B,q137,90,0,S,2
6,B,q138,80,100,S,2
6,B,q139,75,100,S,2
6,B,q140,100,100,S,2
6,B,q141,30,0,U,2
6,B,q142,10,0,U,2
6,B,q143,40,0,U,2
6,B,q144,20,0,U,2
6,B,q145,30,0,U,2
6,B,q146,30,0,U,2
6,B,q147,10,0,U,2
6,B,q148,10,0,U,2
6,B,q149,10,0,U,2
6,B,q150,40,0,U,2
6,B,q151,40,100,U,2
6,B,q152,45,0,U,2
6,B,q153,10,0,U,2
6,B,q154,15,0,U,2
6,B,q155,30,0,U,2
6,B,q156,20,0,U,2
6,B,q157,10,0,U,2
6,B,q158,15,0,U,2
6,B,q159,20,0,U,2
6,B,q160,10,0,U,2
10,B,q1,100,0,F,1
10,B,q2,68,0,F,1
10,B,q3,100,100,F,1
10,B,q4,100,0,F,1
10,B,q5,100,0,F,1
10,B,q6,20,0,F,1
10,B,q7,87,0,F,1
10,B,q8,100,0,F,1
10,B,q9,100,100,F,1
10,B,q10,100,0,F,1
10,B,q11,100,0,F,1
10,B,q12,100,100,F,1
10,B,q13,98,100,F,1
10,B,q14,100,0,F,1
10,B,q15,100,100,F,1
10,B,q16,100,0,F,1
10,B,q17,100,0,F,1
10,B,q18,75,100,F,1
10,B,q19,100,100,F,1
10,B,q20,100,100,F,1
10,B,q21,100,100,B,1
10,B,q22,95,0,B,1
10,B,q23,100,0,B,1
10,B,q24,89,0,B,1
10,B,q25,100,0,B,1
10,B,q26,30,0,B,1
10,B,q27,40,0,B,1
10,B,q28,80,0,B,1
10,B,q29,100,0,B,1
10,B,q30,70,0,B,1
10,B,q31,90,0,B,1
10,B,q32,100,0,B,1
10,B,q33,90,0,B,1
10,B,q34,80,0,B,1
10,B,q35,91,0,B,1
10,B,q36,100,100,B,1
10,B,q37,100,0,B,1
10,B,q38,100,0,B,1
10,B,q39,100,0,B,1
10,B,q40,100,0,B,1
10,B,q41,100,0,S,1
10,B,q42,50,100,S,1
10,B,q43,100,100,S,1
10,B,q44,100,0,S,1
10,B,q45,100,0,S,1
10,B,q46,76,100,S,1
10,B,q47,100,0,S,1
10,B,q48,100,100,S,1
10,B,q49,78,0,S,1
10,B,q50,100,100,S,1
10,B,q51,100,100,S,1
10,B,q52,100,0,S,1
10,B,q53,100,100,S,1
10,B,q54,100,0,S,1
10,B,q55,79,0,S,1
10,B,q56,88,100,S,1
10,B,q57,100,0,S,1
10,B,q58,70,0,S,1
10,B,q59,50,0,S,1
10,B,q60,100,100,S,1
10,B,q61,40,0,U,1
10,B,q62,100,0,U,1
10,B,q63,20,0,U,1
10,B,q64,0,0,U,1
10,B,q65,0,0,U,1
10,B,q66,34,0,U,1
10,B,q67,0,0,U,1
10,B,q68,23,0,U,1
10,B,q69,0,0,U,1
10,B,q70,0,0,U,1
10,B,q71,0,0,U,1
10,B,q72,0,0,U,1
10,B,q73,30,0,U,1
10,B,q74,0,0,U,1
10,B,q75,100,0,U,1
10,B,q76,0,0,U,1
10,B,q77,70,100,U,1
10,B,q78,0,0,U,1
10,B,q79,0,0,U,1
10,B,q80,10,0,U,1
10,B,q81,22,100,F,2
10,B,q82,100,0,F,2
10,B,q83,0,0,F,2
10,B,q84,90,0,F,2
10,B,q85,100,0,F,2
10,B,q86,100,0,F,2
10,B,q87,5,0,F,2
10,B,q88,79,100,F,2
10,B,q89,100,100,F,2
10,B,q90,100,100,F,2
10,B,q91,80,0,F,2
10,B,q92,100,100,F,2
10,B,q93,80,100,F,2
10,B,q94,95,0,F,2
10,B,q95,90,100,F,2
10,B,q96,100,0,F,2
10,B,q97,8,100,F,2
10,B,q98,100,100,F,2
10,B,q99,50,0,F,2
10,B,q100,100,100,F,2
10,B,q101,60,0,B,2
10,B,q102,100,0,B,2
10,B,q103,100,0,B,2
10,B,q104,80,0,B,2
10,B,q105,76,100,B,2
10,B,q106,100,0,B,2
10,B,q107,100,0,B,2
10,B,q108,100,0,B,2
10,B,q109,100,100,B,2
10,B,q110,100,0,B,2
10,B,q111,100,0,B,2
10,B,q112,90,0,B,2
10,B,q113,100,0,B,2
10,B,q114,99,0,B,2
10,B,q115,10,0,B,2
10,B,q116,100,0,B,2
10,B,q117,30,0,B,2
10,B,q118,100,0,B,2
10,B,q119,100,0,B,2
10,B,q120,88,0,B,2
10,B,q121,100,0,S,2
10,B,q122,100,0,S,2
10,B,q123,90,0,S,2
10,B,q124,70,100,S,2
10,B,q125,10,0,S,2
10,B,q126,100,100,S,2
10,B,q127,100,100,S,2
10,B,q128,100,100,S,2
10,B,q129,100,100,S,2
10,B,q130,80,100,S,2
10,B,q131,100,0,S,2
10,B,q132,60,100,S,2
10,B,q133,90,0,S,2
10,B,q134,100,0,S,2
10,B,q135,100,0,S,2
10,B,q136,100,100,S,2
10,B,q137,100,0,S,2
10,B,q138,80,0,S,2
10,B,q139,100,0,S,2
10,B,q140,100,100,S,2
10,B,q141,0,0,U,2
10,B,q142,11,0,U,2
10,B,q143,0,0,U,2
10,B,q144,1,0,U,2
10,B,q145,0,0,U,2
10,B,q146,0,0,U,2
10,B,q147,0,0,U,2
10,B,q148,0,0,U,2
10,B,q149,1,0,U,2
10,B,q150,60,0,U,2
10,B,q151,20,0,U,2
10,B,q152,10,0,U,2
10,B,q153,0,0,U,2
10,B,q154,0,0,U,2
10,B,q155,60,0,U,2
10,B,q156,0,0,U,2
10,B,q157,10,0,U,2
10,B,q158,0,0,U,2
10,B,q159,20,0,U,2
10,B,q160,0,0,U,2
14,B,q1,55,100,F,1
14,B,q2,45,100,F,1
14,B,q3,40,100,F,1
14,B,q4,65,100,F,1
14,B,q5,100,100,F,1
14,B,q6,75,0,F,1
14,B,q7,80,100,F,1
14,B,q8,90,0,F,1
14,B,q9,100,100,F,1
14,B,q10,80,100,F,1
14,B,q11,95,100,F,1
14,B,q12,80,100,F,1
14,B,q13,75,100,F,1
14,B,q14,50,100,F,1
14,B,q15,45,100,F,1
14,B,q16,65,0,F,1
14,B,q17,75,100,F,1
14,B,q18,45,0,F,1
14,B,q19,56,100,F,1
14,B,q20,100,100,F,1
14,B,q21,45,100,B,1
14,B,q22,80,0,B,1
14,B,q23,50,0,B,1
14,B,q24,45,100,B,1
14,B,q25,80,0,B,1
14,B,q26,50,100,B,1
14,B,q27,50,100,B,1
14,B,q28,80,0,B,1
14,B,q29,80,100,B,1
14,B,q30,50,100,B,1
14,B,q31,80,0,B,1
14,B,q32,50,100,B,1
14,B,q33,76,100,B,1
14,B,q34,45,100,B,1
14,B,q35,20,0,B,1
14,B,q36,50,100,B,1
14,B,q37,56,100,B,1
14,B,q38,70,0,B,1
14,B,q39,60,0,B,1
14,B,q40,50,0,B,1
14,B,q41,65,100,S,1
14,B,q42,50,100,S,1
14,B,q43,25,100,S,1
14,B,q44,35,100,S,1
14,B,q45,66,100,S,1
14,B,q46,30,0,S,1
14,B,q47,85,0,S,1
14,B,q48,100,100,S,1
14,B,q49,35,0,S,1
14,B,q50,80,100,S,1
14,B,q51,85,100,S,1
14,B,q52,65,100,S,1
14,B,q53,100,100,S,1
14,B,q54,5,100,S,1
14,B,q55,60,0,S,1
14,B,q56,50,100,S,1
14,B,q57,85,100,S,1
14,B,q58,100,0,S,1
14,B,q59,50,100,S,1
14,B,q60,60,0,S,1
14,B,q61,45,0,U,1
14,B,q62,35,0,U,1
14,B,q63,25,0,U,1
14,B,q64,25,0,U,1
14,B,q65,10,0,U,1
14,B,q66,45,0,U,1
14,B,q67,45,0,U,1
14,B,q68,50,0,U,1
14,B,q69,35,100,U,1
14,B,q70,50,0,U,1
14,B,q71,40,0,U,1
14,B,q72,45,0,U,1
14,B,q73,10,100,U,1
14,B,q74,35,0,U,1
14,B,q75,5,100,U,1
14,B,q76,25,100,U,1
14,B,q77,55,0,U,1
14,B,q78,25,0,U,1
14,B,q79,45,0,U,1
14,B,q80,25,0,U,1
14,B,q81,65,100,F,2
14,B,q82,45,0,F,2
14,B,q83,79,100,F,2
14,B,q84,65,0,F,2
14,B,q85,75,0,F,2
14,B,q86,65,100,F,2
14,B,q87,85,100,F,2
14,B,q88,50,100,F,2
14,B,q89,65,100,F,2
14,B,q90,100,100,F,2
14,B,q91,75,0,F,2
14,B,q92,56,100,F,2
14,B,q93,100,100,F,2
14,B,q94,100,100,F,2
14,B,q95,69,100,F,2
14,B,q96,86,100,F,2
14,B,q97,75,100,F,2
14,B,q98,100,100,F,2
14,B,q99,45,100,F,2
14,B,q100,65,100,F,2
14,B,q101,100,100,B,2
14,B,q102,50,100,B,2
14,B,q103,76,0,B,2
14,B,q104,76,0,B,2
14,B,q105,70,100,B,2
14,B,q106,90,0,B,2
14,B,q107,75,0,B,2
14,B,q108,60,100,B,2
14,B,q109,75,0,B,2
14,B,q110,65,0,B,2
14,B,q111,75,100,B,2
14,B,q112,65,0,B,2
14,B,q113,86,0,B,2
14,B,q114,56,0,B,2
14,B,q115,45,0,B,2
14,B,q116,65,100,B,2
14,B,q117,45,0,B,2
14,B,q118,56,0,B,2
14,B,q119,80,0,B,2
14,B,q120,60,100,B,2
14,B,q121,80,100,S,2
14,B,q122,90,100,S,2
14,B,q123,9,0,S,2
14,B,q124,65,100,S,2
14,B,q125,86,0,S,2
